benchmark_name,algorithm,problem_size,runs_per_sample,sample_count,best_ns_per_run,mean_ns_per_run,median_ns_per_run,stddev_ns,fit_slope_ns_per_run,fit_intercept_ns,fit_r_squared,notes,domain,case_id,config_algorithm,rows,cols,cache_block_cols,config_notes,variant_param,variant_label,stability_cv,ns_per_element,mean_ns_per_element,median_ns_per_element,baseline_best_ns_per_run,speedup_vs_baseline
matrix_dot,matrix_dot_cache,1048576,16,3,5463046.875,5873910.9375,5526904.6875,536528.9759065252,5220348.214285715,16656300,0.9962381545972782,m_1024_cache_64:cache_tile_64_size_1024; digest=1390044789617888298,matrix_dot,m_1024_cache_64,cache,1024,1024,64,cache_tile_64_size_1024,64.0,cache_64,0.09134101310274167,5.209967494010925,5.601797997951508,5.270867049694061,7245973.4375,1.3263612052569107
matrix_dot,matrix_dot_cache,1048576,16,3,5188656.25,5253616.666666667,5223875.0,68490.64913619393,5155784.821428572,3118100,0.999546630709526,m_1024_cache_128:cache_tile_128_size_1024; digest=1390044789617888298,matrix_dot,m_1024_cache_128,cache,1024,1024,128,cache_tile_128_size_1024,128.0,cache_128,0.013036856984780755,4.948288202285767,5.010239283243815,4.981875419616699,7245973.4375,1.396502887910526
matrix_dot,matrix_dot_cache,1048576,16,3,4981025.0,5058044.270833333,5071667.1875,58128.162021033975,5090454.464285715,-653900,0.9998639684223464,m_1024_cache_256:cache_tile_256_size_1024; digest=1390044789617888298,matrix_dot,m_1024_cache_256,cache,1024,1024,256,cache_tile_256_size_1024,256.0,cache_256,0.011492220887868412,4.750275611877441,4.823726912339528,4.836718738079071,7245973.4375,1.4547153321856445
matrix_dot,matrix_dot_naive,1048576,16,3,7245973.4375,8000271.354166667,7604790.625,826107.597641737,6650691.964285715,36206300,0.9990527880992478,m_1024_naive:baseline_size_1024; digest=1390044789617888298,matrix_dot,m_1024_naive,naive,1024,1024,64,baseline_size_1024,,naive,0.10325994720310169,6.910298764705658,7.6296533147494,7.252493500709534,7245973.4375,1.0
matrix_dot,matrix_dot_cache,2359296,16,3,13853737.5,14033688.541666666,14039118.75,144763.46894943595,14333642.857142856,-8377000,0.9999930424601396,m_1536_cache_16:cache_tile_16_size_1536; digest=10901834921722660545,matrix_dot,m_1536_cache_16,cache,1536,1536,16,cache_tile_16_size_1536,16.0,cache_16,0.01031542552192366,5.871979395548503,5.948252589614302,5.950554211934407,22458706.25,1.6211297673281309
matrix_dot,matrix_dot_cache,2359296,16,3,12461068.75,12591024.479166666,12610879.6875,99003.10690237848,12606496.875,-953050,0.9998878092020091,m_1536_cache_32:cache_tile_32_size_1536; digest=10901834921722660545,matrix_dot,m_1536_cache_32,cache,1536,1536,32,cache_tile_32_size_1536,32.0,cache_32,0.007862990582393894,5.281689431932238,5.336771850232725,5.345187584559123,22458706.25,1.802309793852955
matrix_dot,matrix_dot_cache,2359296,16,3,11965807.8125,12050254.6875,12061056.25,64991.23146735434,11907031.696428573,4053450,0.999992963154738,m_1536_cache_64:cache_tile_64_size_1536; digest=10901834921722660545,matrix_dot,m_1536_cache_64,cache,1536,1536,64,cache_tile_64_size_1536,64.0,cache_64,0.005393349199064747,5.071770482593113,5.107563734054565,5.112142033047146,22458706.25,1.876906816649576
matrix_dot,matrix_dot_cache,2359296,16,3,11623071.875,11702858.333333334,11677278.125,77722.49875078625,11562427.232142856,3829750,0.9999997674490688,m_1536_cache_128:cache_tile_128_size_1536; digest=10901834921722660545,matrix_dot,m_1536_cache_128,cache,1536,1536,128,cache_tile_128_size_1536,128.0,cache_128,0.006641326121961907,4.926500055525038,4.960317964907046,4.949475659264459,22458706.25,1.9322522041962336
matrix_dot,matrix_dot_cache,2359296,16,3,11361390.625,11504512.5,11535584.375,106465.22909621907,11537332.589285716,-1491450,0.9998324742431236,m_1536_cache_256:cache_tile_256_size_1536; digest=10901834921722660545,matrix_dot,m_1536_cache_256,cache,1536,1536,256,cache_tile_256_size_1536,256.0,cache_256,0.009254214734976304,4.815585083431667,4.876248041788737,4.889418019188775,22458706.25,1.9767568065638972
matrix_dot,matrix_dot_naive,2359296,16,3,22458706.25,23398195.3125,22658242.1875,1190335.581101562,21995491.517857146,35517750,0.9988486777403216,m_1536_naive:baseline_size_1536; digest=10901834921722660545,matrix_dot,m_1536_naive,naive,1536,1536,64,baseline_size_1536,,naive,0.050872965423348265,9.519240591261122,9.917447964350382,9.603814946280586,22458706.25,1.0
